0 [0 0 0 0] -1 -1
2e-12 [1e-11 7.2e-12 2.7999999999999998e-12 4e-13] 1 -1
2e-12 [1e-11 7.2e-12 2.7999999999999998e-12 4e-13] 1 1
2e-12 [1e-11 7.2e-12 2.7999999999999998e-12 4e-13] 1 1
2e-12 [1e-11 7.2e-12 2.7999999999999998e-12 4e-13] 1 1
2e-12 [1e-11 7.2e-12 2.7999999999999998e-12 4e-13] 1 1
0 [-9.999999999999998e-13 1.9999999999999996e-12 -6.000000000000002e-12 -2e-12] -1 1
0 [-9.999999999999998e-13 1.9999999999999996e-12 -6.000000000000002e-12 -2e-12] -1 -1
2e-12 [9e-12 8.4e-12 -3.600000000000002e-12 -1.6e-12] 1 -1
0 [-3.000000000000001e-12 1.6000000000000005e-12 -1.2600000000000002e-11 -4.8000000000000005e-12] -1 1
2e-12 [5.999999999999999e-12 6.2e-12 -1.0000000000000001e-11 -4.200000000000001e-12] 1 -1
2e-12 [5.999999999999999e-12 6.2e-12 -1.0000000000000001e-11 -4.200000000000001e-12] -1 -1
0 [-5.6e-12 7.999999999999998e-13 -1.78e-11 -6.6e-12] -1 1
2e-12 [4.999999999999999e-12 8.2e-12 -1.48e-11 -6.2e-12] 1 -1
2e-12 [4.999999999999999e-12 8.2e-12 -1.48e-11 -6.2e-12] 1 1
2e-12 [4.999999999999999e-12 8.2e-12 -1.48e-11 -6.2e-12] -1 -1
2e-12 [4.999999999999999e-12 8.2e-12 -1.48e-11 -6.2e-12] -1 -1
2e-12 [4.999999999999999e-12 8.2e-12 -1.48e-11 -6.2e-12] 1 1
2e-12 [4.999999999999999e-12 8.2e-12 -1.48e-11 -6.2e-12] -1 -1
2e-12 [4.999999999999999e-12 8.2e-12 -1.48e-11 -6.2e-12] -1 -1
2e-12 [4.999999999999999e-12 8.2e-12 -1.48e-11 -6.2e-12] -1 -1
2e-12 [4.999999999999999e-12 8.2e-12 -1.48e-11 -6.2e-12] 1 1
2e-12 [4.999999999999999e-12 8.2e-12 -1.48e-11 -6.2e-12] -1 -1
2e-12 [4.999999999999999e-12 8.2e-12 -1.48e-11 -6.2e-12] 1 1
2e-12 [4.999999999999999e-12 8.2e-12 -1.48e-11 -6.2e-12] 1 1
2e-12 [4.999999999999999e-12 8.2e-12 -1.48e-11 -6.2e-12] -1 -1
2e-12 [4.999999999999999e-12 8.2e-12 -1.48e-11 -6.2e-12] -1 -1
2e-12 [4.999999999999999e-12 8.2e-12 -1.48e-11 -6.2e-12] -1 -1
2e-12 [4.999999999999999e-12 8.2e-12 -1.48e-11 -6.2e-12] -1 -1
2e-12 [4.999999999999999e-12 8.2e-12 -1.48e-11 -6.2e-12] -1 -1
2e-12 [4.999999999999999e-12 8.2e-12 -1.48e-11 -6.2e-12] 1 1
2e-12 [4.999999999999999e-12 8.2e-12 -1.48e-11 -6.2e-12] 1 1
2e-12 [4.999999999999999e-12 8.2e-12 -1.48e-11 -6.2e-12] 1 1
2e-12 [4.999999999999999e-12 8.2e-12 -1.48e-11 -6.2e-12] 1 1
2e-12 [4.999999999999999e-12 8.2e-12 -1.48e-11 -6.2e-12] -1 -1
2e-12 [4.999999999999999e-12 8.2e-12 -1.48e-11 -6.2e-12] -1 -1
2e-12 [4.999999999999999e-12 8.2e-12 -1.48e-11 -6.2e-12] -1 -1
2e-12 [4.999999999999999e-12 8.2e-12 -1.48e-11 -6.2e-12] 1 1
2e-12 [4.999999999999999e-12 8.2e-12 -1.48e-11 -6.2e-12] 1 1
2e-12 [4.999999999999999e-12 8.2e-12 -1.48e-11 -6.2e-12] 1 1
2e-12 [4.999999999999999e-12 8.2e-12 -1.48e-11 -6.2e-12] -1 -1
2e-12 [4.999999999999999e-12 8.2e-12 -1.48e-11 -6.2e-12] -1 -1
2e-12 [4.999999999999999e-12 8.2e-12 -1.48e-11 -6.2e-12] -1 -1
2e-12 [4.999999999999999e-12 8.2e-12 -1.48e-11 -6.2e-12] -1 -1
2e-12 [4.999999999999999e-12 8.2e-12 -1.48e-11 -6.2e-12] -1 -1
2e-12 [4.999999999999999e-12 8.2e-12 -1.48e-11 -6.2e-12] -1 -1
2e-12 [4.999999999999999e-12 8.2e-12 -1.48e-11 -6.2e-12] 1 1
2e-12 [4.999999999999999e-12 8.2e-12 -1.48e-11 -6.2e-12] -1 -1
2e-12 [4.999999999999999e-12 8.2e-12 -1.48e-11 -6.2e-12] 1 1
2e-12 [4.999999999999999e-12 8.2e-12 -1.48e-11 -6.2e-12] 1 1
2e-12 [4.999999999999999e-12 8.2e-12 -1.48e-11 -6.2e-12] -1 -1
2e-12 [4.999999999999999e-12 8.2e-12 -1.48e-11 -6.2e-12] -1 -1
2e-12 [4.999999999999999e-12 8.2e-12 -1.48e-11 -6.2e-12] -1 -1
2e-12 [4.999999999999999e-12 8.2e-12 -1.48e-11 -6.2e-12] -1 -1
2e-12 [4.999999999999999e-12 8.2e-12 -1.48e-11 -6.2e-12] 1 1
2e-12 [4.999999999999999e-12 8.2e-12 -1.48e-11 -6.2e-12] -1 -1
2e-12 [4.999999999999999e-12 8.2e-12 -1.48e-11 -6.2e-12] -1 -1
2e-12 [4.999999999999999e-12 8.2e-12 -1.48e-11 -6.2e-12] -1 -1
2e-12 [4.999999999999999e-12 8.2e-12 -1.48e-11 -6.2e-12] 1 1
2e-12 [4.999999999999999e-12 8.2e-12 -1.48e-11 -6.2e-12] -1 -1
2e-12 [4.999999999999999e-12 8.2e-12 -1.48e-11 -6.2e-12] -1 -1
2e-12 [4.999999999999999e-12 8.2e-12 -1.48e-11 -6.2e-12] 1 1
2e-12 [4.999999999999999e-12 8.2e-12 -1.48e-11 -6.2e-12] 1 1
2e-12 [4.999999999999999e-12 8.2e-12 -1.48e-11 -6.2e-12] 1 1
2e-12 [4.999999999999999e-12 8.2e-12 -1.48e-11 -6.2e-12] 1 1
2e-12 [4.999999999999999e-12 8.2e-12 -1.48e-11 -6.2e-12] 1 1
2e-12 [4.999999999999999e-12 8.2e-12 -1.48e-11 -6.2e-12] -1 -1
2e-12 [4.999999999999999e-12 8.2e-12 -1.48e-11 -6.2e-12] 1 1
2e-12 [4.999999999999999e-12 8.2e-12 -1.48e-11 -6.2e-12] 1 1
2e-12 [4.999999999999999e-12 8.2e-12 -1.48e-11 -6.2e-12] 1 1
2e-12 [4.999999999999999e-12 8.2e-12 -1.48e-11 -6.2e-12] -1 -1
2e-12 [4.999999999999999e-12 8.2e-12 -1.48e-11 -6.2e-12] 1 1
2e-12 [4.999999999999999e-12 8.2e-12 -1.48e-11 -6.2e-12] -1 -1
2e-12 [4.999999999999999e-12 8.2e-12 -1.48e-11 -6.2e-12] -1 -1
2e-12 [4.999999999999999e-12 8.2e-12 -1.48e-11 -6.2e-12] 1 1
2e-12 [4.999999999999999e-12 8.2e-12 -1.48e-11 -6.2e-12] -1 -1
2e-12 [4.999999999999999e-12 8.2e-12 -1.48e-11 -6.2e-12] -1 -1
2e-12 [4.999999999999999e-12 8.2e-12 -1.48e-11 -6.2e-12] -1 -1
2e-12 [4.999999999999999e-12 8.2e-12 -1.48e-11 -6.2e-12] 1 1
2e-12 [4.999999999999999e-12 8.2e-12 -1.48e-11 -6.2e-12] 1 1
2e-12 [4.999999999999999e-12 8.2e-12 -1.48e-11 -6.2e-12] 1 1
2e-12 [4.999999999999999e-12 8.2e-12 -1.48e-11 -6.2e-12] 1 1
2e-12 [4.999999999999999e-12 8.2e-12 -1.48e-11 -6.2e-12] -1 -1
2e-12 [4.999999999999999e-12 8.2e-12 -1.48e-11 -6.2e-12] -1 -1
2e-12 [4.999999999999999e-12 8.2e-12 -1.48e-11 -6.2e-12] 1 1
2e-12 [4.999999999999999e-12 8.2e-12 -1.48e-11 -6.2e-12] 1 1
2e-12 [4.999999999999999e-12 8.2e-12 -1.48e-11 -6.2e-12] 1 1
2e-12 [4.999999999999999e-12 8.2e-12 -1.48e-11 -6.2e-12] 1 1
2e-12 [4.999999999999999e-12 8.2e-12 -1.48e-11 -6.2e-12] 1 1
2e-12 [4.999999999999999e-12 8.2e-12 -1.48e-11 -6.2e-12] 1 1
2e-12 [4.999999999999999e-12 8.2e-12 -1.48e-11 -6.2e-12] 1 1
2e-12 [4.999999999999999e-12 8.2e-12 -1.48e-11 -6.2e-12] -1 -1
2e-12 [4.999999999999999e-12 8.2e-12 -1.48e-11 -6.2e-12] -1 -1
2e-12 [4.999999999999999e-12 8.2e-12 -1.48e-11 -6.2e-12] 1 1
2e-12 [4.999999999999999e-12 8.2e-12 -1.48e-11 -6.2e-12] -1 -1
2e-12 [4.999999999999999e-12 8.2e-12 -1.48e-11 -6.2e-12] -1 -1
2e-12 [4.999999999999999e-12 8.2e-12 -1.48e-11 -6.2e-12] 1 1
2e-12 [4.999999999999999e-12 8.2e-12 -1.48e-11 -6.2e-12] 1 1
2e-12 [4.999999999999999e-12 8.2e-12 -1.48e-11 -6.2e-12] -1 -1
2e-12 [4.999999999999999e-12 8.2e-12 -1.48e-11 -6.2e-12] 1 1
